Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
79,Exit long,2025-04-17 10:15,Exit Long,18345.25,3,110428.5,-357,-0.32,91.5,0.08,-357,-0.32,4638,0.00
79,Entry long,2025-04-17 10:15,Long trade,18404.75,3,110428.5,-357,-0.32,91.5,0.08,-357,-0.32,4638,0.00
80,Exit long,2025-04-21 10:15,Exit Long,17934.75,3,107970,-361.5,-0.33,24,0.02,-361.5,-0.33,4276.5,0.00
80,Entry long,2025-04-21 10:00,Long trade,17995,3,107970,-361.5,-0.33,24,0.02,-361.5,-0.33,4276.5,0.00
81,Exit long,2025-04-21 10:30,Exit Long,17978.5,3,107553,318,0.30,318,0.30,-97.5,-0.09,4594.5,0.00
81,Entry long,2025-04-21 10:30,Long trade,17925.5,3,107553,318,0.30,318,0.30,-97.5,-0.09,4594.5,0.00
82,Exit short,2025-04-21 11:00,Exit Short,17883,3,107616,318,0.30,318,0.30,-153,-0.14,4912.5,0.00
82,Entry short,2025-04-21 10:45,Short trade,17936,3,107616,318,0.30,318,0.30,-153,-0.14,4912.5,0.00
83,Exit long,2025-04-21 11:30,Exit Long,17829.75,3,107334,-355.5,-0.33,196.5,0.18,-355.5,-0.33,4557,0.00
83,Entry long,2025-04-21 11:15,Long trade,17889,3,107334,-355.5,-0.33,196.5,0.18,-355.5,-0.33,4557,0.00
84,Exit long,2025-04-22 10:30,Exit Long,18306.25,3,109522.5,315,0.29,315,0.29,-79.5,-0.07,4872,0.00
84,Entry long,2025-04-22 10:00,Long trade,18253.75,3,109522.5,315,0.29,315,0.29,-79.5,-0.07,4872,0.00
85,Exit short,2025-04-22 11:00,Exit Short,18372.75,3,109876.5,-360,-0.33,136.5,0.12,-360,-0.33,4512,0.00
85,Entry short,2025-04-22 10:45,Short trade,18312.75,3,109876.5,-360,-0.33,136.5,0.12,-360,-0.33,4512,0.00
86,Exit short,2025-04-22 11:30,Exit Short,18320.75,3,110239.5,315,0.29,315,0.29,-76.5,-0.07,4827,0.00
86,Entry short,2025-04-22 11:15,Short trade,18373.25,3,110239.5,315,0.29,315,0.29,-76.5,-0.07,4827,0.00
87,Exit long,2025-04-22 11:45,Exit Long,18344.75,3,109753.5,315,0.29,315,0.29,-25.5,-0.02,5142,0.01
87,Entry long,2025-04-22 11:45,Long trade,18292.25,3,109753.5,315,0.29,315,0.29,-25.5,-0.02,5142,0.01
88,Exit long,2025-04-23 10:00,Exit Long,19119.25,3,114402,313.5,0.27,313.5,0.27,0,0.00,5455.5,0.01
88,Entry long,2025-04-23 10:00,Long trade,19067,3,114402,313.5,0.27,313.5,0.27,0,0.00,5455.5,0.01
89,Exit long,2025-04-23 10:15,Exit Long,19005.5,3,114402,-369,-0.32,276,0.24,-369,-0.32,5086.5,0.01
89,Entry long,2025-04-23 10:15,Long trade,19067,3,114402,-369,-0.32,276,0.24,-369,-0.32,5086.5,0.01
90,Exit long,2025-04-23 10:30,Exit Long,19154.25,3,114609,316.5,0.28,316.5,0.28,-99,-0.09,5403,0.01
90,Entry long,2025-04-23 10:30,Long trade,19101.5,3,114609,316.5,0.28,316.5,0.28,-99,-0.09,5403,0.01
91,Exit short,2025-04-23 10:45,Exit Short,19069,3,114729,315,0.27,315,0.27,-114,-0.10,5718,0.01
91,Entry short,2025-04-23 10:45,Short trade,19121.5,3,114729,315,0.27,315,0.27,-114,-0.10,5718,0.01
92,Exit long,2025-04-24 10:00,Exit Long,19103.75,3,114307.5,315,0.28,315,0.28,-36,-0.03,6033,0.01
92,Entry long,2025-04-24 10:00,Long trade,19051.25,3,114307.5,315,0.28,315,0.28,-36,-0.03,6033,0.01
93,Exit long,2025-04-24 10:15,Exit Long,19129.5,3,114466.5,310.5,0.27,310.5,0.27,-121.5,-0.11,6343.5,0.01
93,Entry long,2025-04-24 10:15,Long trade,19077.75,3,114466.5,310.5,0.27,310.5,0.27,-121.5,-0.11,6343.5,0.01
94,Exit long,2025-04-25 10:00,Exit Long,19311.75,3,115579.5,291,0.25,291,0.25,0,0.00,6634.5,0.01
94,Entry long,2025-04-25 10:00,Long trade,19263.25,3,115579.5,291,0.25,291,0.25,0,0.00,6634.5,0.01
95,Exit long,2025-04-25 10:15,Exit Long,19331.5,3,116347.5,-358.5,-0.31,34.5,0.03,-358.5,-0.31,6276,0.01
95,Entry long,2025-04-25 10:15,Long trade,19391.25,3,116347.5,-358.5,-0.31,34.5,0.03,-358.5,-0.31,6276,0.01
96,Exit long,2025-04-25 10:30,Exit Long,19323.5,3,115630.5,310.5,0.27,310.5,0.27,-223.5,-0.19,6586.5,0.01
96,Entry long,2025-04-25 10:30,Long trade,19271.75,3,115630.5,310.5,0.27,310.5,0.27,-223.5,-0.19,6586.5,0.01
97,Exit short,2025-04-25 10:45,Exit Short,19305,3,116145,315,0.27,315,0.27,-34.5,-0.03,6901.5,0.01
97,Entry short,2025-04-25 10:45,Short trade,19357.5,3,116145,315,0.27,315,0.27,-34.5,-0.03,6901.5,0.01
98,Exit long,2025-04-28 10:00,Exit Long,19517.25,3,116791.5,312,0.27,312,0.27,-193.5,-0.17,7213.5,0.01
98,Entry long,2025-04-28 10:00,Long trade,19465.25,3,116791.5,312,0.27,312,0.27,-193.5,-0.17,7213.5,0.01
